x_m,y_m,v_mps,dr_m,dl_m
8.8277478,17.1944371,7.8056861,0.7255629000000013,1.0744370999999986
8.3307222,17.2407837,7.5427647,0.6792162999999981,1.1207837000000018
7.8331285,17.2869102,7.2790289,0.6343897999999983,1.1682102000000016
7.336468,17.3325928,7.0132177,0.6349116752747037,1.1650883247252963
6.8393494,17.3778268,6.7458692,0.5921731999999992,1.2078268000000008
6.3415121,17.4224148,6.477101,0.5475852000000018,1.2524147999999982
5.8447693,17.4659227,6.2047163,0.47607730000000015,1.2679226999999997
5.3474069,17.5082698,5.9300436,0.5117302000000002,1.2882697999999997
4.8491622,17.5491163,5.6531133,0.47088369999999957,1.3291163000000004
4.3515867,17.5875643,5.3707772,0.3920477465260551,1.332752253473945
3.8526259,17.6217065,5.0850176,0.44829350000000334,1.3517064999999966
3.3544271,17.6485457,4.7948033,0.45375430000000205,1.410845699999998
2.8537792,17.664403,4.4989443,0.5147617194153149,1.385238280584685
2.3544473,17.6631997,4.2032439,0.458100299999999,1.344499700000001
1.857158,17.6370272,3.9092033,0.4829728000000003,1.3170271999999996
1.3594824,17.5748263,3.6325117,0.4951736999999973,1.2048263000000028
0.8728747,17.4642872,3.3999305,0.7105775890975075,1.0894224109024926
0.4070118,17.292871,3.216742,0.8771289999999979,0.9228710000000021
-0.0292208,17.0482696,3.0202038,1.1217303999999984,0.6782696000000016
-0.4156532,16.7298229,2.7256022,1.3691190111629177,0.43088098883708226
-0.7267645,16.3400855,2.6566547,1.0587130468090589,0.441286953190941
-0.9481759,15.8965275,2.8620057,0.8518241000000001,0.5481758999999998
-1.0980273,15.4262073,3.1719865,0.7036727,0.6997272999999999
-1.2146076,14.9424981,3.5010696,0.6331007619901725,0.7668992380098274
-1.3100501,14.4478143,3.7921962,0.5399498999999999,0.8600501
-1.3783943,13.9595366,4.0688873,0.5216056999999998,0.9783943000000002
-1.4265477,13.4632388,4.3376708,0.47345229999999994,1.0265477
-1.4595546,12.9605814,4.598514,0.4523162094424761,0.9774837905575239
-1.4815787,12.4630905,4.8433225,0.45246138708215144,0.9475386129178485
-1.4969745,11.96366,5.0737149,0.5030254999999999,0.9969745000000001
-1.5087096,11.4614319,5.2956024,0.4753596130832938,0.9246403869167061
-1.5190501,10.9636426,5.4977018,0.5309499,0.9690501
-1.5302125,10.4631646,5.6944244,0.5282286868970096,0.8717713131029903
-1.5439969,9.9638986,5.880741,0.5466031000000001,0.9345969
-1.5623072,9.4644877,5.9430537,0.5560025975781159,0.843997402421884
